ID,RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars
uid_45424,1.07,Ideal,I,VVS1,62.3,57.0,6.56,6.6,4.1,20694
uid_13840,1.04,Ideal,F,SI1,61.3,55.0,,6.53,4.0,5321
uid_32354,0.54,Ideal,F,VVS2,62.1,54.0,5.24,5.26,3.26,2180
uid_13975,0.71,Good,I,SI1,60.0,64.0,,5.79,3.45,1651
uid_7772,-1.1179049960891558,Ideal,G,SI1,61.9,56.0,6.37,6.45,3.97,4997
uid_49340,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,,9781
uid_31075,0.3,Very Good,G,VS1,62.9,60.0,4.18,4.22,2.64,605
uid_31204,0.78,Ideal,E,VS2,61.1,55.0,5.99,5.96,3.65,3713
uid_42619,0.39,Very Good,D,VS1,61.7,59.0,4.64,4.69,2.88,876
uid_29772,1.36,Very Good,J,SI1,62.0,59.0,7.01,7.06,4.36,5723
uid_12593,2.0,Fair,G,SI2,65.1,57.0,,7.78,5.09,11355
uid_36727,0.5,Fair,E,SI2,65.2,57.0,4.96,4.91,3.22,1141
uid_43721,0.41,Premium,I,VVS2,59.9,58.0,4.81,4.87,,827
uid_26554,1.0,Ideal,E,,62.3,57.0,6.33,6.28,3.93,4077
uid_40774,2.0804733872364976,Ideal,F,SI2,61.7,54.0,,4.87,3.0,-12003
uid_22648,0.49,Premium,E,VS1,58.1,62.0,5.2,5.13,,1577
uid_6966,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,1052
uid_22922,1.02,Premium,F,SI2,62.5,58.0,6.4,6.47,,3686
uid_31404,0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,1125
uid_27650,2.02,Premium,G,SI2,60.1,59.0,8.29,8.21,4.96,17099
uid_21300,0.7,Good,H,VS1,63.9,58.0,5.67,5.59,3.6,2367
uid_47150,0.63,Very Good,G,VVS2,62.3,55.0,5.5,5.54,3.44,2481
uid_4285,0.5,Ideal,E,SI2,62.6,56.0,5.05,5.11,3.18,1104
uid_34252,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1043
uid_22093,0.5,Very Good,E,SI1,60.7,58.0,5.09,5.13,3.1,1351
uid_12527,1.91,Fair,H,SI2,64.6,56.0,7.76,7.7,4.99,6632
uid_36747,0.31,Good,G,VS2,63.1,56.0,,4.37,2.74,544
uid_30586,0.44,Premium,D,SI1,62.9,58.0,,4.82,3.04,1089
uid_29913,0.31,Ideal,H,VS1,62.2,57.0,4.34,4.37,2.71,544
uid_21808,-1.1112679450507237,Ideal,F,SI2,61.0,56.0,5.24,5.29,3.21,1173
uid_1859,0.33,Premium,G,VS2,60.9,56.0,4.5,,2.73,743
uid_39301,0.41,Ideal,F,VS2,61.8,56.0,4.76,,2.95,863
uid_32890,1.05,Premium,G,SI2,63.0,57.0,,6.41,4.06,4618
uid_16307,0.59,Very Good,G,SI2,60.6,56.0,5.47,5.48,3.32,1210
uid_39052,1.2,Very Good,H,SI2,61.9,57.0,6.78,6.85,4.22,5016
uid_48477,0.31,Ideal,E,VS1,61.9,56.0,4.32,4.34,,734
uid_44221,0.4,Premium,D,VS1,60.9,58.0,,4.78,2.92,1200
uid_14707,0.8,Ideal,D,SI1,62.6,55.0,5.91,5.94,3.71,3597
uid_42967,0.32,Ideal,H,VS2,61.5,56.0,4.4,4.38,,648
uid_23815,0.34,Premium,G,VVS2,61.2,59.0,4.5,4.46,2.74,995
uid_10773,0.38,Premium,H,SI1,59.7,60.0,4.66,4.68,,633
uid_51901,0.24,Ideal,G,IF,60.8,58.0,4.01,4.05,2.44,559
uid_10472,-1.7769155164415775,Premium,G,VS1,61.2,59.0,4.32,4.28,2.63,776
uid_33107,0.43,Very Good,I,VVS2,60.5,59.0,4.86,4.89,2.95,838
uid_29498,0.36,Ideal,F,VS1,60.1,56.0,4.65,4.69,2.8,862
uid_8105,1.21,Fair,H,SI1,69.6,55.0,6.49,,4.49,3862
uid_43893,1.6,Premium,E,SI1,61.2,58.0,7.59,,4.62,9229
uid_9913,0.9,Ideal,I,SI1,62.0,56.0,6.16,6.23,3.84,3537
uid_38998,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,932
uid_9711,1.03,Ideal,F,I1,61.1,55.0,6.54,6.51,3.99,3507
uid_23407,1.48,Very Good,H,SI2,62.3,58.0,7.18,7.23,4.49,7244
uid_45233,1.42,Ideal,H,SI1,62.0,56.0,7.17,7.22,4.46,8529
uid_20846,3.584361013427397,Very Good,I,,60.2,61.0,7.5,7.59,4.54,8470
uid_8356,1.09,Premium,G,SI2,61.3,60.0,6.66,6.59,4.06,3601
uid_35348,0.7,Ideal,H,SI2,61.8,57.0,5.67,5.72,3.52,2298
uid_24419,0.32,Ideal,E,VS2,61.9,56.0,4.36,4.4,2.71,702
uid_32557,1.5,Premium,D,VS2,61.8,60.0,,7.37,4.53,15102
uid_17624,1.31,Ideal,H,VS1,61.5,56.0,7.06,7.0,4.32,20859
uid_44782,-1.837507684386662,Good,E,IF,64.2,60.0,4.28,4.22,2.73,1052
uid_33114,0.75,Premium,F,,61.4,59.0,,5.85,,2782
uid_22588,0.52,Ideal,D,VS2,61.9,54.0,5.13,5.18,3.19,1629
uid_7952,2.4628238432075222,Ideal,G,VS2,61.5,57.0,4.69,,2.9,745
uid_44800,0.52,Ideal,F,SI2,61.8,55.0,5.17,5.21,3.21,1059
uid_4668,1.01,Good,D,VS1,56.8,61.0,6.5,6.45,3.68,5050
uid_24145,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3182
uid_591,0.41,Good,F,SI1,63.7,58.0,4.71,4.74,3.01,705
uid_48760,0.7,Good,D,VS2,63.9,58.0,,5.62,3.58,3087
uid_38072,2.01,Ideal,G,SI1,62.2,56.0,8.02,7.97,4.97,18741
uid_35196,-1.4179605272287703,Very Good,H,SI1,63.1,60.0,5.3,5.35,3.36,1402
uid_44846,2.0,Premium,F,SI1,62.6,59.0,8.1,,5.05,18493
uid_4505,1.33,Good,I,,63.7,56.0,6.96,6.92,,7090
uid_45057,0.32,Very Good,J,VS1,60.6,59.0,4.42,4.46,2.69,-12290
uid_38056,0.36,Ideal,D,VS2,60.6,57.0,4.61,4.57,2.78,1094
uid_36580,1.01,Very Good,H,,62.6,61.0,6.35,,3.99,4821
uid_44624,0.28,Very Good,I,VS1,60.9,57.0,4.22,4.25,2.58,462
uid_9299,0.31,Ideal,E,IF,61.9,54.0,4.38,4.41,2.72,987
uid_17375,0.59,Very Good,G,VS2,62.8,59.0,5.28,5.33,3.33,1623
uid_13692,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,764
uid_1990,0.34,Premium,D,SI1,62.0,56.0,4.47,4.43,2.76,803
uid_27941,1.0,Good,G,SI1,63.9,60.0,6.22,6.27,3.99,4737
uid_29968,0.51,Ideal,G,VS2,62.3,54.0,5.17,5.12,3.21,1660
uid_43513,2.03,Good,I,SI2,63.8,63.0,7.89,7.84,5.02,9651
uid_7716,1.0,Good,H,VS1,60.2,63.0,6.43,6.47,3.88,5668
uid_34659,0.31,Very Good,H,SI1,61.1,55.0,4.35,4.39,2.67,446
uid_4446,1.01,Ideal,F,SI1,62.3,55.0,6.38,6.31,3.95,4276
uid_19455,0.5247091488522666,Very Good,E,SI2,61.7,58.0,5.06,5.12,3.14,1154
uid_38200,1.13,Ideal,G,VS2,61.6,57.0,6.68,6.7,4.12,7159
uid_5605,0.73,Ideal,F,SI1,61.7,55.0,5.79,5.82,3.58,3249
uid_24733,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,-13960
uid_3582,0.44,Ideal,E,VVS1,61.1,56.0,4.91,,,1924
uid_48711,1.7462304528490498,Ideal,E,VS1,61.5,57.0,4.09,4.12,2.52,556
uid_21511,1.5,Good,F,SI2,64.1,55.0,,7.11,,7291
uid_16477,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,830
uid_2250,0.6,Ideal,G,VVS2,61.3,56.0,5.43,5.46,3.34,2467
uid_49531,2.0,Good,E,SI2,57.3,65.0,8.26,8.22,4.72,25559
uid_26750,0.78,Very Good,D,VS2,59.8,60.0,5.97,,3.59,3672
uid_52083,0.41,Ideal,E,VVS1,61.3,55.0,4.76,4.8,2.93,1367
uid_11965,2.269916623596255,Ideal,H,VS1,62.2,55.0,4.08,4.09,2.54,482
uid_43878,1.21,Premium,J,VVS2,60.8,60.0,6.86,,4.18,5572
uid_40947,-0.5876210656041079,Good,G,SI1,59.9,58.0,6.44,6.48,3.87,6437
uid_4574,2.6511163532009046,Premium,I,VS1,61.7,54.0,6.74,6.71,4.15,5316
uid_15828,0.3,Ideal,F,VS2,61.4,57.0,4.34,4.36,2.67,605
uid_6309,0.77,Premium,E,SI1,60.9,58.0,5.94,5.88,3.6,2896
uid_10506,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3407
uid_39342,1.08,Ideal,F,VS2,61.0,57.0,6.61,,4.06,7781
uid_31699,0.3,Ideal,H,SI1,62.2,57.0,4.27,4.28,2.66,450
uid_26697,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,,4659
uid_26649,0.4,Premium,G,SI1,61.1,61.0,4.76,4.7,2.89,900
uid_38329,1.0,Good,E,SI1,57.6,65.0,6.47,6.44,3.72,3696
uid_3620,0.3,Premium,G,,61.6,60.0,4.33,,2.65,675
uid_4069,0.9,Premium,G,SI1,60.6,61.0,,6.12,3.72,-9029
uid_2077,0.51,Very Good,E,VS2,63.1,57.0,5.12,5.08,3.22,1662
uid_3346,1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,4662
uid_19114,0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2826
uid_19703,0.9,Good,H,SI1,64.2,60.0,6.05,6.02,3.87,2974
uid_30440,1.14,Premium,J,SI1,62.4,59.0,6.7,6.62,4.16,3792
uid_10871,0.34,Ideal,E,SI2,62.4,54.0,4.49,4.52,2.81,454
uid_17757,1.02,Fair,E,SI1,65.7,58.0,6.23,6.31,4.12,5681
uid_18428,1.6953280156219672,Very Good,F,VVS1,60.8,57.0,4.08,4.1,2.48,633
uid_2564,0.31,Ideal,H,SI1,62.4,55.0,4.31,4.35,2.7,464
uid_46183,1.1,Ideal,G,VVS2,61.0,56.0,6.69,6.73,4.09,-3043
uid_17489,0.59,Very Good,E,VS2,60.6,60.0,5.44,5.49,3.31,2094
uid_34572,1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,8020
uid_39381,1.5,Very Good,H,SI2,63.0,58.0,7.2,7.25,4.55,7888
uid_3648,0.76,Ideal,G,SI1,61.2,57.0,5.85,5.9,3.59,3212
uid_31710,1.54,Ideal,H,SI2,60.9,56.4,,7.45,4.53,9452
uid_12186,0.5,Premium,F,VS2,61.7,59.0,5.09,5.05,,1654
uid_22151,2.506583118114725,Ideal,F,SI1,62.9,54.0,6.49,6.46,4.07,5626
uid_7929,0.79,Ideal,H,SI1,61.4,56.0,5.93,5.96,3.65,3167
uid_36981,1.52,Very Good,I,SI1,59.9,60.0,7.46,7.49,4.48,9290
uid_36354,0.33,Ideal,F,VS2,60.9,56.0,4.47,4.49,2.73,619
uid_43369,0.9,Very Good,D,SI1,62.4,63.0,6.13,6.04,3.8,3812
uid_15738,0.51,Good,E,VS2,56.6,59.0,,5.26,3.01,1781
uid_8742,0.4,Ideal,E,VVS2,62.5,54.0,,4.76,2.97,926
uid_1801,1.06,Premium,D,SI1,58.9,61.0,6.69,6.63,3.92,5983
uid_19326,-1.3352726396632357,Ideal,F,IF,62.1,56.0,4.36,4.33,2.7,1046
uid_23894,0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,3303
uid_49967,-1.8520285359098596,Ideal,I,VVS2,62.2,55.0,4.3,4.32,,515
uid_47468,0.34,Premium,H,VS1,60.8,59.0,4.53,4.48,2.74,765
uid_33931,0.32,Premium,H,VS2,60.5,59.0,4.39,,2.67,505
uid_24818,0.55,Ideal,F,,61.3,55.0,5.29,5.31,3.25,1679
uid_40203,2.3655709790972397,Premium,E,SI1,61.0,58.0,5.78,,3.51,2777
uid_19856,-0.5520596551985275,Premium,F,SI1,61.9,56.0,6.53,6.45,4.02,5599
uid_2527,-1.5650840236641639,Ideal,G,SI1,61.9,57.0,5.69,5.65,3.51,2352
uid_16033,0.38,Ideal,F,VS1,62.1,55.0,4.66,4.63,2.89,1131
uid_32964,0.25,Premium,E,VS2,59.7,61.0,4.1,4.08,,525
uid_4881,2.019166242887653,Premium,E,SI1,60.4,62.0,5.07,,3.05,1152
uid_10626,0.3,Premium,E,VS2,62.9,58.0,4.27,4.22,2.67,844
uid_48651,1.3,Premium,G,SI2,63.0,59.0,6.97,6.9,4.37,4455
uid_4287,0.31,Ideal,G,VS1,62.1,55.0,4.33,4.37,2.7,625
uid_37923,1.45,Very Good,D,VVS2,62.0,56.0,7.25,7.32,,17545
uid_3231,2.455319284469267,Ideal,E,VVS2,61.9,56.0,,4.91,3.05,1401
uid_4583,1.08,Premium,E,VS2,59.4,59.0,,6.68,3.98,7548
uid_52416,0.87,Very Good,G,SI2,59.9,58.0,6.19,6.23,3.72,2802
uid_9440,0.41,Very Good,E,VVS1,62.9,58.0,4.72,4.75,2.98,1249
uid_16167,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,,4897
uid_33488,0.51,Fair,D,SI2,66.5,58.0,4.95,4.89,3.27,1109
uid_30695,-0.8025339054322966,Premium,G,VVS2,59.5,61.0,6.46,,3.83,7589
uid_9760,2.9097864666882085,Premium,G,VVS2,59.9,60.0,7.0,,4.19,24202
uid_22436,1.15,Ideal,E,SI1,62.7,56.0,6.73,6.7,4.21,5526
uid_20686,1.74,Very Good,I,SI1,58.7,60.0,7.84,7.9,4.62,10823
uid_25381,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1251
uid_31423,2.03,Ideal,I,SI2,61.5,54.0,8.22,8.2,5.05,14061
uid_50844,0.57,Premium,G,VS2,61.1,59.0,5.39,5.32,3.27,1571
uid_4695,1.36,Premium,I,SI2,62.7,58.0,7.08,7.01,4.42,5963
uid_39240,0.74,Very Good,D,SI1,61.5,59.0,5.76,5.82,3.56,3138
uid_10030,1.11,Ideal,D,VS1,61.9,54.0,6.63,6.68,4.12,9870
uid_34023,1.25,Ideal,I,SI1,61.0,56.0,6.97,7.02,4.27,6352
uid_28094,0.31,Premium,D,SI1,60.6,59.0,4.39,4.35,2.65,684
uid_11765,0.71,Premium,E,SI1,61.3,56.0,,5.73,3.53,2817
uid_1453,0.33,Ideal,G,VVS1,62.0,55.0,4.45,4.49,2.77,838
uid_15864,0.32,Ideal,H,,61.6,55.0,4.4,4.43,2.72,730
uid_8650,0.91,Good,E,SI1,63.5,57.0,6.07,6.11,3.87,17281
uid_50773,1.24,Premium,H,SI2,62.3,58.0,6.84,6.8,4.25,4444
uid_39242,-2.0895416249139274,Very Good,J,VS1,60.9,59.0,6.65,6.74,4.08,4545
uid_51532,-1.5148223589988448,Ideal,G,IF,62.0,55.0,5.25,5.29,3.27,2398
uid_48447,0.71,Premium,E,SI1,59.1,60.0,5.87,5.84,,14913
uid_7507,0.71,Good,D,SI1,63.1,56.0,5.68,5.73,3.6,2719
uid_4189,2.05,Premium,D,SI1,60.4,58.0,8.26,8.16,4.96,17776
uid_47162,0.57,Premium,I,SI2,62.1,57.0,,5.29,3.3,1097
uid_2948,1.09,Premium,F,VS1,60.9,58.0,6.67,6.63,4.05,8204
uid_39274,3.224595533801086,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,3822
uid_13863,-0.7731727040672991,Ideal,D,VS1,62.0,57.0,5.69,5.76,3.55,3335
uid_39770,0.7,Fair,F,I1,64.9,59.0,5.58,5.53,3.61,1134
uid_5435,1.5,Fair,F,SI1,64.6,60.0,7.18,7.1,4.61,11154
uid_47736,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,2912
uid_31891,2.06,Premium,I,SI2,62.2,60.0,8.14,8.1,5.05,11190
uid_53313,0.51,Good,D,SI2,63.9,55.0,5.1,5.04,3.24,1268
uid_3285,1.01,Premium,H,,61.3,59.0,6.44,6.48,3.96,4959
uid_25183,0.33,Premium,I,VVS2,61.0,59.0,4.41,4.44,2.7,579
uid_47411,1.5,Very Good,D,SI1,61.0,59.0,7.33,,4.49,12179
uid_44975,0.65,Premium,E,SI1,60.5,59.0,5.61,5.49,3.36,1828
uid_35441,0.7,Premium,J,VVS2,60.6,58.0,5.73,5.82,3.5,1764
uid_1753,0.54,Premium,G,,61.1,60.0,5.28,5.23,3.21,1760
uid_24194,0.41,Ideal,D,SI1,62.6,57.0,4.78,4.74,2.98,1015
uid_3365,0.97,Very Good,I,SI2,63.4,58.0,6.34,6.2,3.98,2567
uid_33804,1.02,Ideal,H,VVS2,62.1,55.0,6.5,6.46,4.02,6797
uid_20051,1.91,Premium,G,SI2,61.9,58.0,7.9,7.84,4.87,9038
uid_46943,0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
uid_23955,0.72,Very Good,E,VS2,63.0,58.0,5.69,5.73,3.6,3065
uid_21589,0.3,Ideal,I,VVS1,61.3,57.0,4.31,4.34,2.65,552
uid_19745,0.31,Premium,H,VVS1,61.8,58.0,4.34,4.3,2.67,-12744
uid_44855,1.02,Ideal,F,VS2,62.7,57.0,6.47,6.44,4.05,6734
uid_10695,0.55,Ideal,G,VS1,62.2,54.0,5.27,5.24,3.27,2132
uid_42635,1.06,Ideal,G,SI2,62.2,55.0,6.53,6.56,4.07,4459
uid_89,0.83,Very Good,I,VS2,62.0,55.0,6.03,6.06,3.74,2915
uid_25251,0.34,Ideal,G,VS2,62.2,53.0,4.51,4.46,2.79,765
uid_32255,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1024
uid_22711,0.3,Ideal,H,VS1,62.1,54.0,4.35,4.32,,12680
uid_7774,0.33,Ideal,D,SI2,62.4,57.0,4.42,4.39,2.75,631
uid_38639,0.4,Ideal,D,SI1,60.6,57.0,4.75,4.82,2.9,690
uid_37312,0.56,Ideal,E,VS1,61.8,55.0,5.28,,3.28,2010
uid_1985,-0.15933024197138868,Premium,G,VS1,60.1,58.0,7.45,7.48,4.49,14375
uid_45990,0.3,Ideal,E,IF,62.6,53.0,,4.33,2.7,943
uid_37197,1.09,Ideal,F,VS2,61.2,56.0,6.68,6.65,4.08,7238
uid_13160,-1.0414082389979824,Ideal,I,VVS1,62.7,57.0,5.14,5.22,3.25,1564
uid_21792,0.35,Ideal,I,VVS2,61.5,55.0,4.56,,,598
uid_52522,1.01,Ideal,G,SI2,63.2,57.0,6.33,6.28,3.99,4038
uid_37704,0.31,Ideal,G,,61.4,55.0,4.39,4.37,2.69,558
uid_46068,0.91,Very Good,H,SI1,63.0,57.0,6.1,6.19,3.87,3087
uid_27742,1.0,Premium,E,VS2,61.8,62.0,6.47,6.44,3.99,6860
uid_2315,0.93,Ideal,E,SI2,60.5,54.0,6.4,6.38,3.87,4858
uid_47639,1.14,Very Good,D,SI2,59.2,61.0,6.82,,4.04,4957
uid_53905,0.59,Very Good,H,SI1,62.8,56.0,5.35,5.38,3.37,1283
uid_21533,0.57,Very Good,D,IF,61.3,57.0,5.33,,3.29,4032
uid_47259,0.5,Premium,F,SI1,61.2,59.0,5.13,5.1,3.13,15255
uid_7175,0.32,Ideal,G,VVS2,62.2,56.0,4.38,4.34,2.71,936
uid_1098,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,895
uid_3246,1.5,Good,I,SI2,58.5,60.0,7.41,7.5,4.36,6731
uid_34423,2.627690743344937,Ideal,J,SI2,61.6,57.0,5.68,5.65,3.49,1826
uid_8803,1.2,Very Good,H,SI2,60.2,58.0,6.88,6.94,4.16,5408
uid_39341,0.52,Ideal,D,VS2,61.8,57.0,,5.2,3.2,-10935
uid_10723,1.23,Premium,H,VS2,62.4,61.0,6.85,,4.26,6957
uid_12901,1.8995760564065756,Premium,F,VS2,62.1,59.0,4.39,4.44,2.74,666
uid_42935,1.01,Good,H,SI1,57.1,58.0,6.6,6.64,,4488
uid_34462,0.68,Good,G,,61.9,55.0,5.63,5.68,3.5,3225
uid_13637,1.11,Very Good,H,SI1,63.2,58.0,6.53,6.61,4.15,5192
uid_15073,4.966641889310316,Good,E,,64.2,65.0,9.08,8.96,5.79,11548
uid_9514,1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7500
uid_1570,0.3,Ideal,F,IF,60.7,56.0,4.35,4.38,2.65,1131
uid_26067,1.06,Very Good,I,SI1,62.7,56.0,6.46,6.5,4.06,4197
uid_35721,1.01,Very Good,F,SI1,61.3,59.0,6.44,6.47,3.96,4969
uid_2085,1.01,Premium,F,VS2,62.7,58.0,6.4,6.39,4.01,6097
uid_52589,1.01,Premium,G,VVS2,61.6,60.0,6.41,6.38,3.94,7466
uid_40862,0.7,Premium,F,SI1,62.6,55.0,5.65,4.5,3.0,2184
uid_36646,1.05,Ideal,H,SI1,62.5,56.0,6.43,6.52,,4937
uid_41142,0.52,Ideal,F,VS2,61.1,56.0,5.19,5.23,3.18,1625
uid_50160,0.63,Premium,E,VVS2,62.1,57.0,5.48,5.41,3.38,2789
uid_47087,0.7,Ideal,H,SI2,61.6,54.0,5.71,5.75,3.53,2110
uid_1841,1.54,Premium,H,VS2,61.9,59.0,7.31,7.33,4.53,11663
uid_45919,0.61,Ideal,E,VS2,62.2,54.0,5.51,5.49,,2278
uid_6837,1.01,Premium,G,VVS2,61.9,60.0,6.45,6.41,3.98,6470
uid_20491,0.31,Ideal,E,VVS2,61.3,55.0,4.34,4.37,2.67,864
uid_41535,1.09,Very Good,F,IF,61.4,56.0,6.62,6.68,4.08,11631
uid_11638,0.9,Premium,D,SI2,59.0,61.0,6.32,6.28,3.72,3205
uid_29875,0.43,Ideal,F,VS2,61.4,54.0,4.9,4.93,3.02,-13988
uid_9798,-1.7868360281424445,Premium,G,VS2,62.3,59.0,4.69,4.65,2.91,1009
uid_35446,1.7,Very Good,G,VS2,61.6,58.0,7.63,7.67,4.71,16086
uid_50313,-1.1393297941299794,Ideal,I,,61.9,56.0,5.85,,,2358
uid_41676,0.71,Ideal,G,VS1,62.7,57.0,5.69,5.73,3.58,2930
uid_53856,1.22,Fair,F,SI2,65.0,56.0,6.71,6.8,4.39,4705
uid_41376,0.35,Very Good,F,SI2,62.8,55.0,,4.53,2.83,460
uid_4192,0.39,Very Good,G,IF,63.5,56.0,4.67,4.65,2.96,1271
uid_39375,0.5,Very Good,D,VS2,63.3,57.0,5.08,5.06,3.21,1819
uid_38401,0.46,Very Good,F,SI1,60.1,57.0,5.01,5.04,3.02,904
uid_13625,1.01,Very Good,F,SI1,62.7,57.0,6.32,6.38,3.98,5174
uid_13332,1.2,Good,F,VVS1,63.6,57.0,6.71,6.74,4.28,10982
uid_829,1.01,Premium,D,,60.0,59.0,6.53,6.48,3.9,7508
uid_17567,0.34,Ideal,F,VS1,61.1,55.0,4.53,4.57,2.78,764
uid_33579,1.01,Very Good,J,SI2,63.5,59.0,6.3,6.36,4.02,3462
uid_29012,0.71,Ideal,G,VVS2,61.5,56.0,5.74,5.69,3.52,3504
uid_3815,1.24,Very Good,I,VS2,62.7,55.0,6.82,6.87,4.29,5836
uid_24625,0.43,Ideal,D,VS2,61.8,56.0,4.83,4.81,2.98,1129
uid_2192,0.7,Good,E,SI2,60.7,61.0,5.69,5.71,3.46,2405
uid_10337,1.04,Very Good,D,VVS2,58.3,61.0,6.63,6.69,3.88,9254
uid_17117,0.72,Very Good,H,SI2,61.0,56.0,5.75,,3.52,1953
uid_37391,1.0,Fair,I,SI2,66.8,56.0,6.22,6.12,4.13,2743
uid_2696,0.71,Good,F,,58.9,61.0,5.8,5.9,,2960
uid_25130,1.01,Very Good,D,SI1,61.4,59.0,6.37,6.43,3.93,6270
uid_32922,0.9,Good,H,VS2,64.0,58.0,6.11,6.07,3.9,3919
uid_7312,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5759
uid_12232,0.46,Ideal,H,IF,62.2,55.0,4.94,4.99,3.09,1450
uid_15756,1.23,Premium,F,SI2,61.7,57.0,6.89,6.86,4.24,5695
uid_20724,1.02,Premium,G,VS2,60.5,54.0,6.57,6.48,3.95,6169
uid_12436,3.2573861205154158,Ideal,G,SI1,60.3,57.0,7.47,7.51,4.52,11105
uid_21030,2.14,Very Good,J,VS2,62.8,57.0,8.27,8.16,5.16,14065
uid_42351,0.33,Very Good,G,VS2,59.3,61.0,4.49,4.51,,579
uid_4458,0.76,Ideal,H,SI1,61.8,56.0,5.88,5.84,3.62,2587
uid_11012,0.4,Very Good,E,SI1,62.0,61.0,,4.71,,687
uid_301,0.23,Very Good,D,VVS2,61.9,60.0,3.9,3.95,2.43,505
uid_38597,0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
uid_42521,0.43,Ideal,H,VS1,61.1,57.0,4.88,4.91,2.99,14928
uid_27034,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1586
uid_19395,0.3,Ideal,G,SI1,62.3,56.0,4.29,4.32,2.68,432
uid_15995,0.42,Very Good,G,,60.1,61.0,4.79,4.86,2.9,847
uid_37989,0.67,Ideal,G,,62.5,56.0,5.64,5.56,3.5,2010
uid_23179,0.41,Premium,F,VS2,60.3,58.0,4.85,4.8,,1107
uid_16960,0.31,Ideal,E,,61.9,55.0,4.34,4.39,2.7,680
uid_12419,2.01,Ideal,I,VS2,66.7,56.0,7.75,7.65,5.14,15729
uid_34222,1.5,Premium,F,VS2,61.5,58.0,7.34,7.32,4.51,14719
uid_36204,1.77,Very Good,J,SI2,63.4,60.0,7.65,,,8257
uid_33660,0.51,Very Good,D,SI1,62.3,63.0,5.08,,3.15,1387
uid_46773,0.46,Ideal,F,IF,62.0,55.0,4.96,4.98,,1950
uid_43846,1.05,Ideal,F,SI1,62.0,55.0,6.54,6.5,4.04,5557
uid_42226,0.38,Premium,J,VS1,62.1,60.0,4.6,4.64,2.87,600
uid_40229,0.24,Ideal,E,VVS2,61.4,57.0,4.0,4.04,,678
uid_36439,0.58,Ideal,D,SI2,62.7,56.0,5.3,5.32,3.33,1342
uid_24328,1.04,Ideal,F,VVS2,61.7,55.0,6.51,6.53,4.02,9218
uid_5684,0.27,Good,E,VVS1,63.9,57.0,4.07,4.1,2.61,586
uid_42707,0.71,Ideal,G,,60.9,56.6,5.75,5.79,3.52,3123
uid_12505,0.35,Ideal,D,VS1,63.0,57.0,4.51,4.48,2.83,990
uid_19498,0.5,Premium,E,SI1,62.4,58.0,,5.01,3.14,1155
uid_16904,0.25,Premium,F,VVS1,60.7,59.0,4.1,4.07,,740
uid_9614,2.1936427118673354,Ideal,E,,61.4,56.0,5.15,5.17,3.17,1377
uid_18216,0.33,Ideal,G,VVS1,62.3,55.0,4.42,4.44,2.76,810
uid_24288,0.28,Very Good,D,VVS2,62.2,59.0,4.18,4.21,,642
uid_24196,0.53,Premium,G,VS2,61.2,57.0,5.26,5.19,3.2,1607
uid_17500,1.57,Premium,G,SI1,59.5,58.0,7.61,7.56,4.51,11113
uid_12641,1.76,Ideal,G,SI1,62.1,56.0,7.69,7.77,4.8,-3460
uid_20397,0.9,Good,E,,63.4,60.0,6.06,,3.86,7214
uid_37188,0.74,Ideal,D,VS2,62.2,56.0,,5.81,3.61,3454
uid_44101,0.43,Ideal,F,VVS1,62.3,55.0,4.88,4.85,3.03,1422
uid_37173,0.32,Very Good,D,SI1,58.3,58.0,4.49,4.54,2.63,589
uid_44034,0.31,Premium,H,VVS1,62.1,58.0,4.36,4.33,2.7,907
