index,edible-poisonous,cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season,fold
462,1,6.97,0,1,0,1,2,6.04,9.11,1,0,0,0,3,2
463,0,6.87,0,11,0,3,5,3.45,11.33,5,0,0,0,2,1
464,0,3.53,5,3,0,0,0,6.31,7.29,6,0,0,0,0,3
465,1,13.7,0,1,1,6,9,9.15,29.69,3,0,0,0,2,0
466,0,1.45,0,3,0,3,5,5.92,1.73,3,0,0,2,0,1
467,1,9.88,0,1,0,3,5,10.02,30.81,5,0,0,0,0,0
468,0,13.98,3,1,1,4,2,11.75,17.91,5,1,7,4,2,0
469,1,11.35,0,1,1,6,9,8.22,32.21,12,0,0,0,0,4
470,0,7.9,3,1,0,1,5,6.25,9.9,5,0,0,2,2,4
471,0,6.48,3,5,0,1,5,6.38,23.19,5,0,0,0,2,4
472,0,5.4,0,6,0,3,3,7.48,6.62,1,0,0,0,1,4
473,0,4.0,0,1,0,6,1,5.18,10.28,3,0,0,0,0,4
474,1,10.47,3,3,0,1,3,7.84,19.56,12,0,0,0,0,1
475,0,8.55,0,2,1,6,2,10.73,24.82,5,0,0,0,0,4
476,0,8.12,0,2,0,3,5,6.62,13.64,5,0,0,0,2,4
477,0,3.71,4,5,0,2,5,4.64,2.73,3,0,0,2,2,2
478,1,2.78,1,2,0,0,0,2.99,15.71,2,0,0,0,2,0
479,0,15.91,6,6,0,6,1,15.6,33.31,5,0,0,0,2,2
480,1,9.27,3,12,0,1,3,7.1,18.6,3,0,0,0,0,2
481,1,2.69,6,1,0,3,1,9.44,2.69,3,1,6,4,2,2
482,1,19.03,0,9,0,6,3,4.73,35.04,1,0,0,0,0,0
483,0,9.21,6,5,0,4,4,18.64,11.48,5,1,6,0,0,2
484,0,11.3,0,1,0,3,5,6.57,26.32,5,0,0,0,0,1
485,1,3.02,0,1,0,1,4,3.95,2.74,1,0,0,2,2,1
486,0,3.9,0,6,0,3,3,6.44,6.01,1,0,0,0,3,0
487,1,10.29,3,8,1,5,1,6.2,15.84,1,0,0,6,2,0
488,0,7.26,3,1,0,1,5,5.91,9.26,1,0,0,1,2,0
489,1,1.76,0,1,0,5,1,2.06,2.68,1,0,0,6,0,4
490,1,3.24,0,1,0,2,4,6.42,3.55,4,0,0,1,0,1
491,1,0.71,0,9,0,3,1,4.3,1.04,11,0,0,0,2,4
492,0,7.22,0,2,0,3,5,6.44,12.5,5,0,0,2,0,1
493,1,6.82,0,1,0,2,5,14.32,7.54,1,0,0,0,0,2
494,0,9.04,0,2,0,3,5,8.83,15.91,2,0,0,0,0,2
495,0,7.17,4,2,0,1,5,4.72,9.96,2,0,0,0,2,2
497,0,8.74,3,5,0,1,5,7.22,27.16,5,0,0,4,1,2
498,1,3.77,5,3,0,5,6,2.82,5.19,6,0,0,0,2,2
499,0,22.32,0,1,0,6,5,16.4,88.24,1,0,0,0,0,2
500,0,6.81,3,1,0,1,5,6.28,10.81,5,0,0,0,2,1
501,1,1.78,3,11,0,3,5,3.32,2.48,5,0,0,2,2,2
502,0,8.2,6,2,0,3,5,8.49,15.71,5,0,0,2,0,1
503,1,6.15,0,1,0,4,5,7.45,13.62,5,1,1,0,0,2
504,1,0.97,0,5,0,3,5,2.87,1.36,1,0,0,0,2,3
505,1,2.34,4,2,0,3,2,5.19,2.08,2,0,0,0,2,3
508,1,8.31,6,1,0,4,5,7.46,13.14,5,1,1,0,0,3
509,0,12.11,3,7,0,1,12,8.6,21.79,10,0,0,0,0,0
510,0,9.32,0,7,0,2,5,7.23,20.12,5,0,0,0,0,0
512,1,1.51,4,1,0,3,1,4.39,1.41,1,0,0,6,0,0
514,1,3.49,4,8,0,3,3,5.33,6.17,8,0,0,2,2,0
515,1,2.51,3,7,0,3,5,4.3,2.46,5,0,0,2,2,3
516,1,0.79,3,6,0,5,6,4.65,0.92,3,0,0,2,2,0
517,1,3.25,0,1,0,1,4,3.97,2.73,1,0,0,2,0,1
519,0,8.06,5,6,1,5,6,6.08,18.71,5,0,0,0,0,0
520,1,1.62,0,1,0,5,1,1.47,2.3,1,0,0,6,0,2
521,0,1.48,2,1,0,3,2,4.67,1.45,2,0,0,1,0,2
522,1,6.4,0,1,0,1,1,5.09,8.21,1,0,0,0,0,2
523,0,4.24,0,6,0,6,1,5.51,11.26,1,0,0,0,0,1
525,0,8.98,3,2,0,1,12,7.39,20.14,10,0,0,0,0,1
526,0,12.67,3,5,0,5,5,2.26,16.68,5,0,0,0,3,4
527,1,7.38,5,3,0,2,3,6.8,17.35,3,0,0,0,0,3
529,0,3.82,0,6,0,6,1,4.37,10.96,9,0,0,0,0,2
530,1,3.85,0,4,0,2,5,5.17,6.53,5,0,0,0,2,3
531,0,10.4,6,1,1,4,2,8.94,15.68,5,1,7,4,2,1
532,0,5.88,5,1,0,5,5,4.96,7.99,5,0,0,1,2,4
533,0,7.6,0,1,0,4,4,5.11,10.34,1,0,0,0,0,2
534,0,4.84,5,3,0,3,5,5.02,12.53,5,0,0,0,0,1
535,1,7.29,0,2,0,5,3,5.83,10.48,1,0,0,0,3,2
536,0,4.55,4,1,0,3,2,6.54,3.7,1,0,0,0,1,3
538,0,16.35,6,1,0,6,5,16.24,80.81,1,0,0,0,0,2
539,1,17.14,0,6,0,6,3,4.83,32.29,1,0,0,0,3,1
540,1,2.12,0,11,0,3,4,3.84,2.45,5,0,0,2,2,3
541,1,4.77,5,3,0,6,1,3.17,5.79,1,1,0,0,2,3
542,1,3.25,3,5,0,1,4,3.98,2.73,1,0,0,2,0,0
544,1,4.41,1,2,0,0,0,0.0,0.0,0,1,0,0,1,4
545,1,1.27,3,3,0,0,0,3.41,4.82,3,0,0,0,2,2
546,1,6.08,5,9,1,5,5,6.93,6.66,1,0,0,0,2,4
548,1,10.05,0,5,0,2,5,10.39,11.2,5,0,0,6,2,2
549,1,3.49,3,1,0,2,3,5.13,3.33,1,0,0,1,2,4
552,1,2.93,4,3,0,3,8,5.19,5.08,8,0,0,0,2,2
553,0,5.63,5,1,0,5,5,6.58,8.65,5,0,0,1,2,4
554,1,6.48,0,1,0,1,1,5.06,7.1,1,0,0,0,3,2
555,1,7.44,5,2,1,5,2,4.65,12.12,2,0,0,0,0,1
556,0,6.31,0,1,0,6,3,6.54,12.57,1,0,0,0,0,0
557,1,8.45,3,3,0,2,3,6.95,11.9,5,0,0,0,2,4
558,0,6.9,3,1,0,1,5,6.18,8.56,1,0,0,2,2,2
559,1,6.79,0,2,0,5,5,5.23,11.29,1,0,0,1,3,4
560,0,8.99,0,3,0,2,5,7.44,17.96,5,0,0,0,0,3
562,1,4.31,0,3,0,1,3,5.42,13.19,3,0,0,0,0,0
564,1,4.82,3,9,0,2,1,6.21,4.83,3,0,0,0,2,1
565,1,6.97,0,1,0,1,1,5.31,6.86,1,0,0,0,3,3
566,0,1.45,2,1,0,3,5,4.7,1.36,2,0,0,1,2,3
567,0,5.66,4,11,0,1,5,4.93,10.28,2,0,0,0,2,0
568,1,1.87,4,2,0,3,2,5.19,2.23,1,0,0,0,2,2
569,0,5.17,2,1,0,0,0,4.28,19.09,1,0,0,0,1,4
570,0,2.81,5,3,0,0,0,6.17,6.68,3,0,0,0,0,0
571,1,4.17,3,3,0,6,1,2.98,4.28,1,1,0,0,2,3
572,1,6.12,5,8,1,5,2,4.46,12.86,1,0,0,0,0,0
573,1,11.78,0,3,0,1,4,6.9,17.16,1,0,0,0,2,3
574,1,0.78,0,9,0,3,4,4.03,1.01,11,0,0,0,0,3
575,1,4.16,0,1,0,3,5,6.1,3.65,1,1,7,6,2,1
576,0,9.48,5,12,0,1,12,7.3,20.42,10,0,0,1,0,4
577,1,8.74,5,8,1,5,2,4.74,14.26,2,0,0,0,2,0
579,0,8.34,0,1,0,4,4,5.91,9.12,5,0,0,0,3,3
580,0,12.12,3,5,1,4,2,10.28,17.38,5,1,7,4,2,1
581,1,12.46,0,8,1,5,1,6.96,18.21,1,0,0,0,2,3
582,0,6.71,0,1,0,4,5,5.37,9.76,1,0,0,0,2,2
583,1,7.69,0,1,0,2,3,6.86,16.39,3,0,0,0,0,1
584,0,2.71,5,1,0,5,4,8.07,3.22,1,0,0,6,0,0
585,1,18.08,5,5,1,5,5,6.29,33.77,5,0,0,0,3,2
586,1,11.3,0,5,1,5,1,6.38,29.15,5,0,0,0,3,4
587,0,6.17,1,1,0,0,0,6.4,22.46,1,0,0,0,1,2
590,1,10.78,0,1,0,3,5,11.35,34.58,5,0,0,0,2,1
591,0,18.04,0,1,0,6,3,13.98,57.27,1,0,0,0,0,0
594,0,4.99,0,8,0,5,8,5.93,7.87,5,0,0,1,0,0
595,1,6.4,0,3,0,3,11,7.46,7.36,1,1,3,0,2,2
597,1,7.89,4,5,0,4,5,13.59,13.24,5,1,2,0,0,2
598,0,1.33,0,1,0,3,5,5.21,1.93,3,0,0,0,0,1
599,0,3.62,3,5,0,5,5,3.21,6.33,5,0,0,4,0,4
600,1,9.1,0,1,0,6,5,10.37,30.8,1,0,0,0,2,3
601,1,3.42,0,3,0,3,5,5.77,3.62,3,1,7,2,2,1
603,0,1.62,0,3,0,3,5,6.68,2.27,3,0,0,0,2,4
606,1,0.97,0,5,0,3,5,2.83,1.47,1,0,0,1,2,0
607,1,3.25,5,12,0,3,5,4.33,8.53,5,0,0,0,2,4
608,0,6.27,3,3,0,3,5,6.55,14.48,5,0,0,0,2,4
609,0,8.05,0,1,0,6,3,5.93,11.84,1,0,0,6,2,4
611,0,2.04,5,1,0,5,4,5.62,3.06,1,0,0,1,0,1
612,0,1.69,2,1,0,3,5,5.23,1.7,2,0,0,0,0,2
613,1,1.16,5,3,0,0,0,3.3,5.82,3,0,0,0,0,3
614,0,10.57,3,5,0,1,5,8.15,33.37,5,0,0,0,1,2
615,0,4.69,1,1,0,0,0,5.09,19.73,1,0,0,0,1,4
616,1,5.09,1,3,0,0,0,0.0,0.0,0,1,0,0,1,1
617,0,5.15,3,2,0,1,5,4.99,8.3,5,0,0,0,0,1
618,1,7.65,1,1,0,0,0,3.86,25.49,1,0,0,0,2,2
619,0,8.49,0,1,1,6,1,7.65,17.77,1,1,1,0,0,2
620,1,6.06,0,2,1,1,8,4.53,15.1,1,0,0,0,2,4
621,1,3.5,3,1,0,2,4,8.2,4.06,4,0,0,0,2,4
622,1,1.45,4,1,0,3,1,4.69,1.53,1,0,0,6,1,3
623,1,4.56,0,3,0,3,5,6.05,3.71,1,1,7,0,2,3
624,0,9.96,5,5,1,5,6,6.44,16.52,5,0,0,0,2,3
625,1,2.65,0,1,0,2,4,6.21,3.53,1,0,0,0,0,3
626,1,4.27,0,3,0,3,3,6.25,8.71,6,0,0,2,0,1
627,0,11.12,5,5,1,5,4,5.2,24.22,5,0,0,0,0,1
629,0,14.9,3,2,0,3,5,10.04,25.64,5,0,0,1,3,3
630,1,0.76,3,6,0,5,6,4.98,0.95,6,0,0,2,0,3
631,1,3.67,0,3,0,3,5,4.99,3.46,1,1,7,6,2,2
632,1,7.35,3,8,0,2,1,7.18,11.31,5,0,0,0,0,1
633,0,4.04,1,2,0,0,0,3.87,17.81,1,0,0,0,1,0
634,0,4.78,0,8,0,3,8,6.99,8.25,7,0,0,1,2,0
635,0,3.57,0,5,0,5,5,3.6,5.34,5,0,0,2,3,3
636,1,9.12,0,1,0,3,5,9.68,26.18,5,0,0,0,2,1
637,1,7.3,4,5,0,4,5,12.56,12.35,5,1,2,0,0,4
638,1,6.25,0,3,0,2,3,5.04,16.32,3,0,0,0,0,0
639,0,5.64,3,1,0,3,5,7.38,6.5,6,0,0,0,3,1
640,1,5.8,5,9,1,5,10,6.09,6.12,9,0,0,0,0,1
641,1,3.03,4,4,0,4,1,3.76,3.4,5,1,6,4,0,1
642,1,6.78,0,1,1,2,12,8.71,19.8,1,0,0,0,0,4
644,0,11.68,3,5,0,4,4,24.28,12.61,5,1,6,2,0,4
645,1,1.25,5,3,0,0,0,2.47,5.55,3,0,0,0,2,2
646,1,6.66,5,3,0,5,6,3.36,6.65,3,0,0,6,2,2
647,0,3.55,0,1,0,6,9,5.08,10.51,1,0,0,0,0,3
648,0,3.64,0,3,0,3,3,4.8,9.84,5,0,0,0,0,4
649,1,7.21,2,5,1,2,3,7.42,13.25,5,0,0,2,1,4
652,1,3.34,3,3,0,3,3,5.06,6.14,3,0,0,2,2,2
653,1,1.9,6,1,0,3,1,4.66,2.32,3,1,6,4,1,0
654,1,3.71,3,12,0,3,5,4.68,6.94,3,0,0,0,2,2
655,1,7.19,0,1,0,4,5,7.24,17.2,5,1,1,0,0,4
656,1,1.97,3,7,0,3,5,3.12,2.28,5,0,0,2,0,2
657,1,0.89,3,6,0,5,6,4.75,0.95,3,0,0,2,2,4
658,1,17.38,3,6,0,4,5,17.53,18.3,5,1,4,0,2,2
659,1,3.34,0,1,0,2,4,7.51,3.83,4,0,0,0,2,2
660,1,2.68,1,11,0,0,0,2.87,13.38,1,0,0,0,2,3
661,1,1.97,4,2,0,3,2,5.13,1.94,2,0,0,0,0,2
662,1,5.72,0,1,0,5,5,5.82,10.65,1,0,0,1,3,2
663,1,4.17,4,8,0,1,1,6.03,7.86,1,1,6,2,0,2
664,1,7.86,0,9,0,2,5,6.56,17.68,5,0,0,0,0,3
665,1,7.08,3,1,0,2,5,9.3,11.25,5,0,0,0,2,1
666,0,0.75,3,1,1,3,4,5.36,1.0,1,0,0,6,0,3
667,1,12.61,3,2,0,4,5,11.06,15.56,5,1,6,0,2,2
668,0,5.36,3,1,0,4,4,4.12,11.73,5,1,7,3,0,2
669,1,1.8,4,2,0,3,2,5.1,1.93,2,0,0,0,2,0
670,0,8.95,0,7,0,2,5,8.0,19.09,5,0,0,0,2,3
671,0,12.39,0,1,1,6,3,10.29,23.11,1,0,0,0,0,3
672,0,12.35,3,1,0,2,1,8.23,24.95,4,0,0,0,2,0
673,0,5.9,2,1,0,0,0,4.82,21.73,1,0,0,0,1,3
674,0,6.1,0,5,0,4,5,6.19,14.46,3,1,4,0,0,4
675,0,6.58,0,1,1,6,2,9.82,22.77,5,0,0,0,0,4
676,0,2.37,3,1,0,5,4,5.46,3.5,1,0,0,6,2,1
677,1,3.27,3,1,0,2,4,7.69,4.11,4,0,0,1,0,3
678,1,5.96,2,5,1,2,4,7.75,12.79,5,0,0,0,1,4
679,1,5.55,0,3,0,3,3,6.81,8.41,6,0,0,2,2,2
680,1,6.95,0,1,0,3,1,7.15,7.67,1,1,3,0,0,1
682,1,2.1,4,2,0,3,2,4.62,1.94,2,0,0,0,0,0
684,1,14.89,3,6,0,4,5,18.57,17.73,5,1,4,0,0,1
686,0,6.4,2,1,0,4,5,12.38,13.23,5,0,0,0,0,0
688,0,2.56,3,1,0,3,4,7.52,3.57,1,0,0,1,2,2
689,0,8.13,3,1,0,1,5,6.32,11.45,5,0,0,2,0,1
690,0,2.88,0,6,0,3,6,3.83,5.32,6,0,0,4,2,0
691,0,8.98,0,1,1,4,4,8.78,17.21,5,1,2,1,0,0
692,0,4.16,0,1,0,6,1,5.17,11.2,1,0,0,0,2,2
694,1,2.3,0,9,0,3,4,7.09,2.42,1,0,0,0,0,4
695,0,5.86,0,1,0,3,1,6.21,3.99,2,1,2,0,3,1
699,1,2.71,3,3,0,3,8,4.86,5.42,3,0,0,0,0,0
700,0,6.7,0,1,0,4,4,4.55,9.76,1,0,0,0,2,0
701,0,7.35,0,4,0,2,5,7.71,19.18,5,0,0,0,2,4
702,0,7.4,3,4,0,2,5,7.95,19.78,5,0,0,0,2,4
703,1,13.27,5,1,0,5,3,5.63,35.09,1,0,0,0,2,2
704,1,0.81,0,6,0,5,6,5.21,1.09,6,0,0,2,2,4
705,1,12.0,0,1,1,5,1,7.23,18.69,1,0,0,6,0,1
706,1,13.53,3,8,1,5,5,5.14,26.78,8,0,0,2,2,4
708,0,9.4,0,1,1,6,3,8.5,18.35,1,1,1,0,2,1
710,1,7.15,3,1,0,2,5,14.46,7.74,1,0,0,0,2,3
711,0,5.86,3,3,0,0,0,5.08,14.88,3,0,0,0,2,3
712,0,9.84,0,3,0,2,5,7.45,23.58,5,0,0,0,0,2
713,0,22.4,0,1,0,6,3,19.13,80.57,1,0,0,0,2,3
714,1,4.16,0,1,0,2,4,7.99,3.86,4,0,0,1,0,2
715,1,12.66,0,3,0,3,3,16.49,25.73,3,1,7,0,0,0
716,0,6.18,0,1,0,4,5,5.61,10.38,1,0,0,0,2,0
717,0,3.76,3,6,0,3,5,6.09,5.25,1,0,0,0,1,3
718,0,4.26,5,1,1,5,4,4.92,6.37,2,0,0,0,2,2
720,1,4.34,0,3,0,3,3,5.61,6.92,6,0,0,2,2,0
721,1,5.24,0,6,0,4,3,6.99,5.94,11,0,0,2,0,0
722,1,1.54,6,1,0,3,2,7.16,2.43,3,1,6,4,0,1
723,0,1.5,0,3,0,3,5,5.26,1.2,3,0,0,2,2,4
724,1,6.99,5,1,1,5,2,4.43,11.75,1,0,0,0,0,1
725,0,44.12,1,3,0,6,3,6.0,34.46,11,0,0,0,2,2
726,1,4.31,3,1,0,1,4,4.37,3.13,1,0,0,2,2,1
727,0,10.08,0,1,0,4,5,7.64,10.82,5,0,0,0,3,3
728,0,6.76,3,3,0,3,5,5.79,13.7,2,0,0,0,2,1
730,1,3.23,3,1,0,2,5,3.91,2.86,1,0,0,0,2,3
731,0,8.64,3,9,0,2,5,7.76,22.06,5,0,0,0,2,4
732,0,4.14,3,6,0,3,3,7.5,5.37,6,0,0,0,1,3
733,1,5.29,4,6,0,4,3,7.0,7.46,6,0,0,2,2,3
734,1,7.08,5,9,1,5,10,7.48,7.4,9,0,0,0,2,1
735,1,3.18,1,11,0,0,0,4.42,16.33,2,0,0,0,0,2
736,0,6.62,3,1,0,1,2,6.69,20.19,12,0,0,2,0,0
737,1,7.51,3,1,0,2,5,14.65,8.27,1,0,0,0,0,4
738,1,5.68,5,3,0,5,6,3.31,6.41,6,0,0,6,0,3
742,1,2.46,4,2,0,3,2,5.54,2.32,2,0,0,0,2,2
743,1,1.64,0,3,0,5,1,1.58,2.31,1,0,0,0,0,4
744,0,9.96,3,2,0,5,3,2.38,13.41,5,0,0,0,0,2
745,1,9.65,3,2,1,5,10,4.55,22.22,1,0,0,2,0,2
747,0,5.32,3,2,0,1,2,4.71,7.2,5,0,0,0,2,1
748,1,20.26,5,1,0,5,3,6.05,35.0,11,0,0,0,2,2
749,0,4.81,5,1,0,0,0,7.33,45.08,1,0,0,0,2,0
750,1,9.06,0,1,0,3,1,7.97,14.43,1,0,0,6,0,2
751,1,3.4,1,2,0,0,0,0.0,0.0,0,0,0,0,0,4
753,0,4.72,0,1,0,4,4,3.98,9.42,1,0,0,0,0,1
754,0,5.24,5,6,0,5,6,5.8,12.58,5,0,0,4,3,2
755,1,6.26,0,9,0,2,5,11.99,6.69,1,0,0,0,2,0
756,0,1.5,3,1,0,5,4,4.61,3.29,1,0,0,1,0,4
757,0,3.84,5,1,0,0,0,6.49,7.89,6,0,0,0,0,1
758,1,18.36,0,5,1,5,5,8.03,30.39,5,0,0,0,3,2
760,0,7.14,0,5,0,4,5,6.18,12.48,3,1,4,0,2,3
761,1,6.96,0,1,0,1,1,6.01,7.74,1,0,0,0,3,0
762,0,5.13,6,2,0,0,0,4.69,18.17,1,0,0,0,1,1
763,1,11.31,0,1,1,6,9,7.72,25.04,12,0,0,0,0,3
765,0,9.18,0,1,0,4,5,6.77,10.91,5,0,0,0,3,3
766,1,4.18,3,12,0,3,2,5.87,5.52,12,0,0,1,0,1
767,0,6.66,3,3,0,3,5,7.11,16.34,5,0,0,0,0,1
768,0,5.14,5,6,0,5,10,6.46,12.97,5,0,0,0,0,1
769,1,8.65,3,5,0,2,5,9.44,9.95,5,0,0,6,0,4
770,1,6.8,5,1,1,5,5,5.99,8.78,9,0,0,0,0,0
772,1,4.15,1,5,0,0,0,5.4,28.08,5,1,0,5,0,2
773,1,9.22,5,6,1,5,6,5.09,12.44,5,1,0,0,0,4
774,0,6.99,0,2,1,6,2,12.06,23.67,5,0,0,0,0,3
775,0,6.55,0,11,0,3,5,4.4,14.71,5,0,0,0,2,2
776,0,9.61,0,1,0,4,5,7.77,10.57,1,0,0,0,0,0
777,0,6.52,0,2,1,6,2,10.66,22.39,5,0,0,0,0,0
779,1,21.41,0,5,1,5,5,8.12,33.99,5,0,0,0,2,4
780,1,17.58,0,9,0,4,5,19.35,19.66,5,1,4,0,3,1
781,1,3.86,0,1,0,3,1,4.71,6.37,1,1,3,0,0,1
783,0,5.66,1,2,0,0,0,6.17,19.08,1,0,0,1,1,2
784,1,1.51,4,1,0,3,2,5.08,2.02,1,0,0,0,0,4
785,1,3.86,1,8,0,0,0,0.0,0.0,0,1,0,0,2,0
786,0,11.41,0,7,0,2,5,7.83,24.04,5,0,0,0,2,0
787,1,1.1,0,5,0,3,5,2.77,1.54,1,0,0,1,2,0
788,1,11.64,0,5,0,1,4,8.08,17.55,1,0,0,0,0,2
789,1,12.22,0,1,0,4,5,10.8,14.88,5,1,6,0,0,2
791,0,20.69,6,6,0,6,1,16.84,35.64,5,0,0,0,0,1
792,0,4.09,0,1,0,5,6,6.03,6.87,5,0,0,0,3,2
793,0,7.82,5,5,0,5,4,3.41,8.94,5,0,0,0,0,4
794,1,3.28,3,1,0,4,5,4.92,3.53,5,1,6,0,0,1
795,1,3.88,4,4,0,4,1,4.95,3.73,5,1,6,4,2,2
796,0,7.85,3,2,0,1,2,5.3,17.6,12,0,0,0,3,2
797,0,4.04,0,1,0,3,5,6.66,5.54,1,0,0,0,1,0
798,1,2.29,0,6,0,3,3,2.85,5.07,3,0,0,6,0,0
799,1,6.9,0,1,0,1,1,5.7,8.52,1,0,0,0,3,3
800,0,4.1,0,1,0,5,6,6.11,7.22,5,0,0,0,3,1
802,1,8.54,3,12,0,1,3,6.86,19.3,3,0,0,0,0,4
803,0,8.21,0,1,0,6,3,4.74,11.4,1,0,0,0,0,1
804,1,6.14,3,1,0,2,3,4.29,12.51,3,0,0,0,0,0
806,1,7.33,0,1,1,5,5,8.13,9.25,1,0,0,0,0,1
807,1,2.19,1,2,0,0,0,2.97,14.87,1,0,0,0,2,0
808,0,3.58,4,5,0,2,5,4.17,2.62,3,0,0,2,2,2
809,1,1.31,3,3,0,0,0,3.76,5.7,3,0,0,0,2,0
810,1,6.85,0,9,0,2,5,5.58,16.28,5,0,0,0,0,3
811,1,4.58,3,3,0,2,5,5.08,6.31,5,0,0,0,0,4
812,1,0.7,3,6,0,5,6,4.66,1.04,3,0,0,2,0,1
813,1,8.59,0,3,0,1,3,7.35,16.67,1,0,0,0,2,3
814,0,1.78,0,3,0,3,5,7.02,2.47,3,0,0,0,0,4
815,1,11.66,0,8,1,5,1,6.21,16.61,1,0,0,6,0,2
816,1,2.96,1,5,0,0,0,4.73,27.25,5,1,0,5,2,1
817,1,8.01,5,4,1,5,4,8.73,15.39,4,1,0,0,0,2
818,1,7.55,0,9,0,3,1,9.58,11.02,3,1,3,0,0,3
819,1,6.29,0,9,0,3,2,8.07,10.5,9,1,3,0,0,1
820,0,4.96,3,1,0,4,1,4.37,12.87,5,1,7,3,2,0
821,1,16.25,3,6,0,4,5,17.32,17.6,5,1,1,0,2,3
822,1,1.88,0,11,0,3,4,4.67,2.78,5,0,0,2,0,0
823,0,8.11,0,1,0,4,4,6.31,10.31,1,0,0,0,2,1
824,0,7.98,3,1,0,1,5,6.08,11.35,1,0,0,1,0,1
825,1,5.92,2,3,1,2,8,6.92,13.59,5,0,0,0,0,4
826,1,3.23,1,2,0,0,0,0.0,0.0,0,0,0,0,0,1
827,1,10.43,5,1,1,5,1,5.82,14.52,1,0,0,0,2,2
828,1,3.9,3,12,0,3,5,5.74,8.12,3,0,0,0,2,1
829,1,7.33,3,9,0,1,3,7.47,15.82,12,0,0,0,0,1
830,0,7.41,6,2,0,3,5,6.73,13.74,2,0,0,0,2,4
831,1,3.67,0,1,0,3,5,5.79,3.72,3,1,7,2,0,1
833,0,17.59,0,6,0,6,5,14.76,34.25,5,0,0,0,2,1
835,1,3.8,3,12,0,3,5,4.42,6.9,3,0,0,0,2,2
836,1,10.83,0,1,0,1,3,6.35,15.92,1,0,0,0,0,4
837,1,5.34,3,3,0,6,1,3.39,5.11,1,1,0,0,2,4
839,0,4.33,0,5,0,5,8,6.48,8.0,5,0,0,1,2,4
840,1,4.9,0,3,0,1,3,4.68,11.64,3,0,0,0,0,1
842,1,5.73,0,9,1,5,5,7.67,9.98,9,0,0,0,0,1
843,0,6.87,5,1,0,5,5,4.53,7.97,5,0,0,0,2,3
844,1,5.75,4,6,0,4,11,7.74,6.84,6,0,0,2,2,2
846,1,0.77,0,5,0,3,5,3.13,1.53,9,0,0,0,0,2
847,1,10.24,0,1,1,6,9,6.79,28.0,9,0,0,0,2,0
849,1,7.93,0,1,0,2,5,16.53,8.71,1,0,0,0,0,4
850,0,6.6,0,5,0,5,4,3.65,9.82,5,0,0,0,2,1
851,0,8.16,0,12,0,3,5,4.53,17.25,5,0,0,0,2,2
852,1,4.4,3,3,0,2,3,6.44,5.27,1,0,0,1,2,3
853,0,5.64,5,1,0,5,5,4.65,7.03,5,0,0,0,0,1
854,1,3.24,0,5,0,5,5,3.13,2.23,5,0,0,2,2,0
855,0,5.37,0,2,0,1,5,5.11,8.41,5,0,0,0,0,0
856,1,2.57,0,9,0,3,5,8.31,2.79,1,0,0,0,0,1
857,0,4.45,0,6,0,6,1,6.08,11.73,9,0,0,0,0,0
858,0,9.32,0,5,0,1,5,7.45,26.27,5,0,0,0,1,0
859,1,3.97,4,1,0,2,4,5.6,4.05,1,0,0,2,2,1
860,1,5.3,5,12,0,3,5,4.57,8.07,3,0,0,0,0,0
861,0,3.84,0,6,0,3,6,4.62,5.77,6,0,0,4,2,2
862,1,5.64,2,5,1,2,3,6.76,12.15,5,0,0,2,0,1
863,0,0.66,2,1,1,3,4,5.05,1.0,1,0,0,0,2,4
864,0,6.49,2,1,0,4,5,12.76,13.57,1,0,0,0,2,4
865,0,7.57,3,1,0,1,5,5.34,8.7,5,0,0,0,2,3
866,0,6.39,3,10,0,2,5,6.67,9.79,1,0,0,1,3,2
867,1,9.9,6,1,0,6,5,8.87,30.63,1,0,0,0,0,1
868,1,2.32,3,12,0,3,5,3.65,3.43,12,0,0,0,0,0
870,1,9.01,0,1,0,3,1,10.09,15.46,1,0,0,0,0,2
871,1,11.01,0,1,1,6,9,9.46,30.62,9,0,0,0,2,3
873,1,4.75,3,9,1,5,5,4.25,6.21,1,0,0,0,2,2
876,0,3.96,0,7,0,5,8,5.58,6.6,7,0,0,0,2,0
877,1,3.34,1,5,0,0,0,5.1,28.33,5,1,0,0,0,2
878,0,7.44,6,2,0,3,5,6.97,12.8,2,0,0,0,2,2
880,0,10.26,5,5,1,5,6,6.07,16.71,5,0,0,0,0,1
882,0,47.63,1,3,0,6,3,4.84,23.23,11,0,0,0,2,3
883,1,0.8,0,4,0,3,4,4.33,1.04,11,0,0,0,0,3
885,0,5.61,0,3,1,6,3,6.33,14.44,3,0,0,0,2,1
886,1,5.13,3,1,0,2,5,10.28,6.21,1,0,0,0,0,4
887,1,16.33,3,1,0,5,3,6.02,40.2,1,0,0,0,0,3
888,0,8.67,5,2,0,1,10,7.91,19.64,12,0,0,1,0,2
889,1,6.21,5,1,1,5,5,6.07,8.71,1,0,0,0,2,4
891,0,5.97,0,3,0,4,5,5.87,11.88,5,1,4,0,2,3
892,1,10.77,0,1,1,6,3,9.54,27.02,3,0,0,0,0,3
893,0,4.45,3,2,0,3,2,6.53,4.35,1,0,0,0,0,2
894,1,7.84,5,2,1,5,5,4.6,12.75,2,0,0,0,0,1
895,1,3.04,1,5,0,0,0,5.83,29.91,5,1,0,0,0,1
